timestep,reward
1247886,0.044
1257119,0.003
1266370,0.045
1275560,-0.001
1284759,-0.005
1293910,-0.002
1303133,-0.001
1312352,0.0
1321648,0.03
1330883,-0.002
1340104,-0.002
1349324,-0.001
1358549,-0.002
1367782,-0.001
1377002,0.028
1386264,0.038
1395474,0.034
1404715,-0.001
1413965,0.006
1423211,0.042
1432415,-0.001
1441623,0.035
1450890,0.031
1460165,0.029
1469378,0.028
1478680,0.006
1487910,0.016
1497145,0.037
1506295,0.035
1515567,0.0
1524791,0.023
1534056,-0.002
1543209,0.001
1552418,0.022
1561637,0.043
1570870,0.027
1580128,-0.001
1589348,0.036
1598539,0.014
1607761,-0.002
1616967,0.027
1626191,-0.002
1635366,0.003
1644635,0.0
1653878,0.028
1663133,0.032
1672362,-0.001
1681582,-0.001
1690831,0.021
1700083,0.002
1709296,0.042
1718486,0.045
1727714,0.036
1736934,-0.001
1746188,0.0
1755323,0.004
1764558,0.049
1773787,-0.001
1782998,0.002
1792261,-0.003
1801470,0.049
1810720,-0.003
1819908,0.0
1829085,-0.002
1838287,-0.001
1847551,0.033
1856787,0.0
1866050,-0.001
1875354,-0.002
1884600,-0.001
1893806,0.004
1903051,0.033
1912301,0.038
1921572,0.032
1930822,0.035
1940068,-0.002
1949335,0.039
1958585,0.001
1967785,-0.001
1977030,0.026
1986226,-0.001
1995490,0.039
2004732,0.043
2014013,0.0
2023219,0.05
2032449,0.047
2041674,0.036
2050895,0.037
2060063,0.002
2069266,0.045
2078530,0.005
2087804,0.038
2097046,0.002
2106329,0.021
2115570,0.032
2124797,-0.001
2134070,0.04
2143363,0.0
2152587,0.033
2161826,-0.004
2171128,-0.003
2180322,0.001
2189575,0.036
2198801,0.046
2208040,0.0
2217257,0.038
2226483,-0.002
2235700,0.038
2244931,-0.001
2254151,-0.001
2263363,0.026
2272617,0.019
2281793,0.026
2291056,0.0
2300277,0.05
2309504,0.044
2318726,-0.002
2327972,-0.002
2337227,0.0
2346413,0.038
2355647,-0.001
2364921,0.031
2374135,-0.004
2383407,0.037
2392640,0.033
2401917,-0.001
2411185,0.038
2420425,-0.002
2429647,0.039
2438883,0.033
2448144,0.041
2457352,-0.002
2466594,0.0
2475866,0.041
2485110,0.035
2494381,0.031
2503709,0.03
2512980,-0.003
2522209,0.031
2531505,-0.003
2540717,0.04
2549906,-0.001
2559174,0.043
2568395,0.032
2577638,0.031
2586937,0.035
2596226,-0.002
2605415,-0.001
2614700,0.038
2623880,0.048
2633072,0.042
2642342,0.035
2651593,0.044
2660841,0.027
2670042,0.036
2679267,0.041
2688420,0.03
2697601,0.001
2706798,-0.001
2716010,0.023
2725232,-0.005
2734477,0.039
2743776,0.047
2752978,-0.001
2762237,-0.001
2771411,0.025
2780665,0.0
2789905,0.044
2799150,-0.002
2808302,0.012
2817523,0.038
2826777,0.039
2836058,-0.002
2845242,0.037
2854521,-0.003
2863776,0.037
2872921,0.038
2882148,0.043
2891299,-0.003
2900564,0.033
2909814,0.04
2919056,0.039
2928286,0.029
2937512,0.04
2946770,0.029
2955981,-0.001
2965222,0.039
2974460,0.04
2983756,0.03
2992967,-0.001
3002181,0.0
3011380,0.029
3020604,0.044
3029800,0.035
3039023,0.047
3048263,0.0
3057480,-0.001
3066635,-0.001
3075910,-0.002
3085097,0.0
3094360,0.0
3103641,-0.002
3112807,0.055
3122073,0.0
3131284,0.007
3140582,0.052
3149813,0.044
3159063,0.002
3168332,0.0
3177555,0.047
3186792,0.045
3196031,0.034
3205315,-0.002
3214520,0.041
3223776,-0.002
3232997,0.029
3242263,0.029
3251505,0.03
3260702,0.039
3269950,0.033
3279179,-0.001
3288383,0.0
3297593,0.001
3306840,-0.001
3316052,0.054
3325321,0.049
3334539,0.047
3343796,0.057
3353053,0.044
3362409,0.005
3371620,-0.001
3380859,0.0
3390144,-0.001
3399362,0.045
3408614,0.0
3417848,0.0
3427110,-0.001
3436332,0.036
3445545,0.009
3454751,-0.001
3463953,0.003
3473222,0.0
3482481,0.036
3491743,-0.003
3500943,0.001
3510261,0.001
3519477,0.04
3528740,0.0
3538029,0.037
3547293,0.052
3556592,0.049
3565798,0.047
3575061,-0.001
3584294,0.002
3593520,0.0
3602765,0.013
3611995,0.015
3621203,-0.001
3630442,-0.001
3639714,0.038
3648861,0.032
3658080,-0.001
3667306,0.039
3676503,-0.001
3685668,0.042
3694889,0.028
3704095,0.036
3713386,-0.001
3722652,0.031
3731847,0.034
3741008,0.033
3750273,-0.001
3759460,0.032
3768606,0.001
3777809,0.008
3787114,0.036
3796425,0.049
3805698,0.04
3814919,-0.001
3824114,-0.002
3833343,0.037
3842612,0.023
3851836,0.0
3861045,0.035
3870369,0.038
3879607,0.0
3888802,0.034
3898048,0.0
3907374,0.027
3916601,0.049
3925813,0.001
3935073,-0.002
3944318,0.031
3953524,-0.002
3962746,-0.002
3972047,0.033
3981226,0.0
3990507,0.054
3999744,0.047
4008984,-0.002
4018175,0.032
4027470,-0.002
4036718,-0.002
4045972,0.025
4055226,0.045
4064489,0.051
4073786,0.049
4083022,0.042
4092265,0.007
4101531,0.0
4110776,0.0
4120000,-0.001
4129231,0.0
4138553,-0.002
4147823,0.039
4157072,0.052
4166344,-0.004
4175595,0.0
4184812,-0.001
4194033,0.0
4203239,0.0
4212483,0.031
4221770,0.033
4230992,0.0
4240230,0.031
4249440,-0.003
4258692,0.0
4267902,0.0
4277120,0.033
4286358,0.0
4295572,0.038
4304741,0.036
4314035,0.0
4323311,0.0
4332524,0.045
4341724,-0.001
4350979,-0.001
4360290,0.036
4369595,0.0
4378890,0.042
4388101,0.034
4397337,0.048
4406536,0.0
4415739,-0.002
4424940,-0.002
4434181,-0.001
4443430,-0.003
4452641,0.037
4461915,-0.002
4471196,0.045
4480389,0.029
4489612,0.001
4498853,0.06
4508076,0.043
4517287,0.029
4526523,0.049
4535778,-0.002
4544912,0.0
4554142,0.0
4563323,-0.001
4572596,-0.004
4581909,0.045
4591131,-0.001
4600360,0.036
4609533,-0.001
4618756,0.058
4628007,0.001
4637277,0.0
4646539,0.007
4655810,0.003
4665056,0.043
4674370,0.027
4683587,0.001
4692864,0.065
4702131,0.043
4711412,0.032
4720634,-0.003
4729882,0.0
4739109,0.043
4748380,-0.001
4757602,-0.001
4766808,0.034
4776003,0.042
4785213,0.034
4794447,-0.003
4803680,0.04
4812885,0.03
4822075,0.05
4831370,0.023
4840677,-0.002
4849926,0.036
4859160,0.003
4868429,0.044
4877709,0.045
4887067,0.039
4896310,-0.003
4905565,-0.002
4914798,-0.001
4924019,-0.002
4933320,0.047
4942581,0.043
4951821,0.0
4961073,0.024
4970293,0.029
4979529,-0.001
4988729,-0.001
4997979,-0.003
5007283,0.038
5016516,-0.003
5025759,0.0
5035056,0.034
5044355,-0.002
5053553,-0.001
5062763,0.04
5072036,0.0
5081252,0.019
5090479,-0.002
5099794,-0.002
5109107,0.03
5118286,-0.002
5127537,0.039
5136779,0.039
5146009,-0.001
5155249,0.042
5164503,0.0
5173755,0.0
5183011,-0.002
5192242,-0.003
5201539,0.037
5210783,-0.001
5220025,0.05
5229283,0.0
5238558,0.033
5247675,0.0
5256909,-0.001
5266172,-0.001
5275441,0.042
5284695,-0.002
5293877,-0.001
5303072,0.005
5312342,0.022
5321649,0.0
5330912,0.035
5340141,0.016
5349390,0.046
5358665,-0.001
5367928,-0.002
5377211,0.037
5386411,-0.002
5395642,-0.003
5404861,-0.003
5414058,-0.006
5423211,-0.001
5432456,-0.001
5441664,-0.004
5450899,0.047
5460121,0.051
5469366,0.043
5478586,-0.002
5487833,0.04
5497099,0.0
5506374,-0.002
5515638,-0.002
5524879,0.042
5534070,0.0
5543252,0.043
5552515,0.047
5561775,-0.001
5570972,-0.002
5580268,0.029
5589492,0.043
5598720,0.051
5608031,0.038
5617325,-0.002
5626609,0.041
5635817,0.0
5645073,0.035
5654271,-0.004
5663492,-0.003
5672703,0.002
5681925,0.046
5691167,0.04
5700376,0.037
5709612,0.024
5718809,0.025
5728056,0.006
5737326,0.031
5746585,0.024
5755813,0.023
5765078,-0.003
5774292,0.025
5783539,0.029
5792837,-0.003
5802062,0.036
5811281,-0.003
5820542,0.0
5829733,0.032
5838956,-0.001
5848183,-0.001
5857470,0.046
5866733,0.041
5875983,0.055
5885249,0.028
5894472,-0.002
5903718,-0.002
5912927,0.0
5922171,0.042
5931437,0.051
5940729,0.045
5949954,-0.001
5959217,0.001
5968523,-0.002
5977739,0.035
5987035,-0.001
5996279,-0.001
6005486,0.038
6014775,0.034
6024011,0.039
6033151,-0.001
6042457,-0.002
6051720,0.047
6060996,0.046
6070207,0.045
6079497,-0.003
6088781,0.023
6098063,0.034
6107247,-0.001
6116395,0.0
6125692,-0.002
6134898,-0.001
6144164,0.039
6153439,-0.001
6162681,-0.003
6171875,0.036
6181203,0.039
6190379,0.002
6199603,0.0
6208861,0.037
6218115,0.014
6227338,0.036
6236671,0.051
6245850,0.032
6255132,-0.001
6264435,0.004
6273672,0.044
6282937,-0.003
6292181,0.023
6301429,0.038
6310738,0.035
6319970,-0.001
6329201,0.048
6338421,0.034
6347609,-0.001
6356819,-0.002
6366065,0.001
6375281,0.025
6384542,0.044
6393790,0.045
6403099,0.001
6412290,0.039
6421598,0.0
6430797,0.0
6440064,-0.002
6449273,0.031
6458542,-0.001
6467813,-0.001
6477096,0.044
6486368,0.009
6495616,0.0
6504883,-0.001
6514120,0.004
6523325,0.045
6532598,0.032
6541836,0.042
6551121,0.039
6560386,0.001
6569625,0.031
6578819,0.047
6588035,0.049
6597204,-0.001
6606512,-0.003
6615745,-0.004
6624974,0.001
6634179,-0.004
6643461,-0.002
6652698,0.049
6661892,0.026
6671147,0.0
6680373,0.052
6689605,-0.002
6698893,-0.001
6708147,0.035
6717376,0.047
6726642,-0.002
6735919,0.0
6745143,-0.004
6754424,-0.002
6763736,-0.001
6772919,-0.002
6782122,0.034
6791362,0.038
6800662,0.046
6809901,0.05
6819081,0.034
6828301,0.045
6837553,-0.002
6846846,0.038
6856083,0.039
6865338,-0.001
6874555,0.048
6883870,0.0
6893083,0.038
6902314,-0.001
6911555,0.051
6920791,0.045
6930060,0.038
6939223,0.0
6948481,0.035
6957719,0.044
6966963,0.026
6976126,-0.002
6985409,0.037
6994625,0.022
7003907,-0.001
7013135,0.035
7022334,0.046
7031573,0.041
7040820,-0.001
7050021,0.045
7059247,0.019
7068527,0.033
7077744,0.034
7086916,0.027
7096149,0.0
7105433,-0.001
7114600,0.03
7123896,-0.001
7133088,0.001
7142323,-0.001
7151623,-0.001
7160859,-0.001
7170077,0.037
7179298,-0.002
7188548,0.047
7197778,0.0
7207020,0.048
7216219,0.0
7225444,0.033
7234733,0.044
7243943,0.027
7253145,-0.002
7262411,0.043
7271623,0.02
7280921,0.028
7290049,-0.004
7299289,0.0
7308505,0.044
7317797,0.045
7327044,0.0
7336253,0.037
7345448,0.054
7354753,-0.002
7364034,0.02
7373243,0.048
7382497,-0.001
7391760,-0.002
7401031,-0.005
7410312,0.0
7419583,0.036
7428847,0.001
7438009,-0.001
7447276,0.04
7456516,0.0
7465771,0.039
7474996,0.0
7484321,0.047
7493608,0.027
7502828,0.029
7512085,-0.002
7521284,-0.001
7530547,0.039
7539737,0.03
7548991,0.006
7558192,0.0
7567498,-0.001
7576704,0.001
7585994,0.032
7595209,-0.001
7604439,0.023
7613643,0.048
7622921,0.049
7632223,0.0
7641458,-0.002
7650737,0.043
7659968,-0.002
7669166,0.027
7678385,-0.001
7687611,-0.001
7696803,0.0
7706018,-0.001
7715347,0.048
7724575,-0.001
7733817,0.031
7743067,0.011
7752313,-0.004
7761542,-0.002
7770764,0.023
7779941,0.042
7789201,0.035
7798433,-0.001
7807653,0.029
7816924,0.033
7826140,0.041
7835354,0.029
7844568,-0.003
7853828,0.046
7863087,0.029
7872305,-0.001
7881597,0.036
7890858,0.001
7900107,0.046
7909370,-0.002
7918626,0.0
7927906,0.042
7937080,0.0
7946330,0.035
7955610,0.0
7964851,-0.001
7974109,0.042
7983332,0.032
7992603,0.037
8001841,-0.001
8011021,0.047
8020215,0.0
8029456,0.042
8038675,0.037
8047965,0.0
8057207,-0.001
8066424,-0.001
8075625,0.0
8084879,0.038
8094108,0.002
8103319,0.0
8112618,0.0
8121871,0.028
8131063,0.039
8140297,-0.002
8149534,0.039
8158759,0.0
8167950,-0.003
8177257,0.0
8186411,0.0
8195612,0.039
8204860,-0.001
8214127,0.038
8223365,0.024
8232614,0.0
8241898,0.0
8251230,0.039
8260513,0.046
8269733,-0.002
8278949,-0.001
8288279,0.037
8297432,0.039
8306652,0.041
8315875,0.0
8325147,-0.002
8334419,0.039
8343655,0.0
8352832,0.04
8362031,0.032
8371261,0.004
8380533,0.037
8389759,0.0
8398995,0.032
8408201,0.037
8417365,0.046
8426583,0.034
8435791,0.043
8445047,0.042
8454228,-0.004
8463486,0.057
8472686,0.031
8481899,0.04
8491157,-0.001
8500432,0.001
8509680,0.001
8518869,0.04
8528132,0.002
8537365,-0.002
8546617,-0.001
8555844,0.046
8565130,0.05
8574336,0.002
8583601,0.031
8592815,0.042
8602051,0.033
8611303,0.037
8620584,-0.002
8629992,0.035
8639144,-0.001
8648349,0.041
8657552,0.048
8666784,0.035
8675918,0.029
8685211,0.0
8694463,0.049
8703745,-0.001
8712953,-0.002
8722204,0.052
8731479,0.001
8740783,-0.002
8749993,0.037
8759275,0.031
8768448,-0.004
8777717,0.042
8786973,0.041
8796252,-0.001
8805491,-0.001
8814669,0.039
8823864,0.039
8833101,-0.001
8842368,0.05
8851541,0.004
8860831,-0.004
8870089,0.048
8879282,0.002
8888448,-0.001
8897756,0.005
8907043,0.0
8916227,-0.001
8925432,0.044
8934703,0.046
8943885,-0.004
8953104,0.046
8962247,-0.004
8971513,-0.002
8980765,0.035
8989958,0.039
8999245,0.035
9008483,-0.002
9017743,-0.002
9026992,-0.001
9036213,-0.001
9045447,0.007
9054625,0.05
9063861,-0.001
9073098,0.035
9082289,0.03
9091514,0.003
9100780,0.004
9110015,-0.001
9119221,0.035
9128458,0.04
9137746,-0.002
9146993,0.04
9156198,0.033
9165421,0.002
9174674,0.035
9183928,0.0
9193204,0.0
9202406,0.039
9211642,0.0
9220864,0.035
9230130,-0.002
