timestep,reward
2918251,-0.014
2923063,0.02
2927824,-0.05
2932397,-0.04
2936486,-0.054
2941908,-0.064
2946250,-0.02
2951096,-0.014
2957143,0.008
2962099,-0.012
2967124,-0.008
2971615,0.016
2976205,0.03
2980750,0.002
2985207,-0.028
2990087,0.032
2994948,-0.044
2999578,-0.072
3004150,-0.04
3009211,-0.044
3014072,-0.028
3018758,-0.044
3023716,-0.032
3028662,-0.072
3033530,-0.006
3038798,-0.02
3043176,-0.066
3048006,-0.036
3052535,-0.044
3057448,0.002
3061825,-0.022
3066603,-0.016
3071606,-0.01
3075864,-0.032
3080228,-0.014
3085196,-0.01
3090317,0.0
3094427,0.014
3098736,-0.04
3103444,-0.046
3108498,-0.07
3113150,-0.036
3117886,-0.026
3122882,-0.044
3127109,-0.006
3131405,-0.064
3136056,-0.038
3140788,-0.024
3145693,-0.028
3150192,0.0
3154385,-0.036
3159006,-0.022
3163841,-0.006
3168633,-0.008
3173682,-0.018
3178488,-0.112
3183203,-0.03
3187684,-0.006
3191914,-0.018
3196847,-0.02
3201521,0.076
3205928,-0.068
3210425,-0.024
3215123,-0.088
3220471,-0.038
3225349,-0.024
3230416,-0.008
3234528,0.006
3239140,0.036
3243297,-0.038
3247737,-0.008
3251963,0.052
3256575,0.05
3261637,-0.056
3266562,0.0
3271064,-0.014
3276213,0.03
3281275,-0.052
3286227,-0.016
3290841,-0.038
3295674,-0.03
3300060,0.0
3304308,-0.024
3308766,-0.004
3313486,-0.032
3318314,-0.012
3322320,-0.026
3326703,-0.044
3331723,-0.014
3336280,-0.002
3340882,0.012
3345665,-0.024
3350030,0.0
3354357,-0.052
3359058,0.02
3363014,-0.004
3367321,-0.044
3372051,-0.012
3376093,-0.07
3380281,-0.016
3384889,0.02
3389381,0.018
3394135,-0.008
3398831,-0.002
3403274,-0.008
3407822,0.038
3412363,0.014
3416807,-0.022
3421484,0.002
3426381,-0.066
3430990,0.008
3435192,0.058
3439738,-0.012
3444718,-0.028
3449676,-0.012
3454436,-0.08
3459418,-0.014
3463338,-0.012
3467568,-0.064
3471914,-0.02
3476750,0.044
3482161,0.074
3487064,-0.03
3491405,-0.012
3496049,-0.076
3500138,0.048
3504752,-0.066
3509175,0.048
3513802,-0.03
3518316,0.0
3522358,0.036
3527243,-0.034
3531889,-0.01
3536202,0.034
3541112,-0.018
3546206,-0.034
3551015,0.016
3555602,-0.042
3560004,-0.006
3565274,-0.002
3570161,0.01
3574882,-0.06
3579730,0.062
3584523,-0.03
3589485,0.008
3594112,-0.024
3598652,0.018
3603590,-0.028
3608312,0.0
3612917,-0.106
3617412,-0.046
3622326,-0.024
3627021,-0.038
3631893,-0.008
3635997,0.02
3640403,-0.042
3645329,-0.036
3650136,-0.058
3655075,0.022
3659639,-0.062
3664304,-0.012
3669149,-0.026
3673702,-0.008
