timestep,reward
120174,1.30745
120520,1.24645
120875,1.4267
121198,1.32485
121556,1.39055
121905,1.28205
122268,1.35325
122589,1.215
122923,1.2511
123267,1.2704
123635,1.2468
123956,1.34635
124262,1.21545
124597,1.27325
124941,1.25045
125299,1.35135
125644,1.38525
125978,1.34405
126318,1.3023
126676,1.29405
127024,1.2515
127373,1.31185
127685,1.27315
127989,1.3407
128383,1.43305
128692,1.27445
129031,1.34775
129341,1.35285
129669,1.3272
130007,1.2977
130366,1.24395
130690,1.2037
131024,1.23915
131373,1.19005
131704,1.34235
132037,1.3462
132398,1.3014
132740,1.224
133082,1.2571
133435,1.3948
133797,1.39415
134124,1.2687
134483,1.3505
134851,1.3355
135191,1.37875
135540,1.3031
135878,1.2444
136205,1.23565
136574,1.23865
136921,1.2948
137262,1.27655
137628,1.3206
138007,1.22185
138373,1.3112
138718,1.2396
139053,1.34715
139403,1.3256
139767,1.3359
140116,1.3482
140472,1.3689
140811,1.32795
141204,1.2929
141564,1.3214
141922,1.28185
142288,1.29895
142626,1.36825
142960,1.31955
143301,1.3499
143639,1.2759
143989,1.32105
144330,1.33455
144702,1.36215
145065,1.3352
145421,1.3592
145756,1.32955
146139,1.3125
146482,1.31585
146832,1.2405
147199,1.2849
147543,1.32365
147906,1.31345
148214,1.2907
148574,1.21905
148946,1.3131
149301,1.3599
149687,1.3076
150038,1.3982
150387,1.26615
150756,1.289
151086,1.34195
151444,1.34095
151810,1.18615
152152,1.36615
152521,1.25365
152902,1.33685
153231,1.2197
153564,1.2599
153924,1.2742
154261,1.22825
154587,1.2603
154940,1.33655
155290,1.22245
155656,1.3538
156001,1.32975
156356,1.2638
156702,1.3247
157050,1.32545
157400,1.2818
157721,1.24465
158080,1.3146
158470,1.25285
158786,1.36595
159143,1.37755
159509,1.2955
159885,1.2286
160225,1.2219
160587,1.37505
160926,1.267
161280,1.3931
161621,1.2806
161974,1.2242
162313,1.24115
162665,1.3288
163061,1.2575
163411,1.2848
163770,1.40815
164128,1.4112
164473,1.234
164820,1.245
165148,1.2852
165460,1.2824
165808,1.33415
166179,1.32545
166522,1.3569
166871,1.33475
167204,1.25395
167568,1.2397
167911,1.30105
168237,1.21425
168600,1.25755
168960,1.20395
169323,1.22475
169677,1.32535
170020,1.2637
170333,1.2819
170662,1.2514
170987,1.36895
171359,1.26955
171700,1.282
172038,1.3399
172405,1.31915
172738,1.31635
173117,1.31875
173467,1.3029
173843,1.3291
174221,1.31185
174587,1.38025
174938,1.3502
175300,1.2642
175656,1.2665
175991,1.33425
176336,1.35605
176733,1.3226
177081,1.24385
177406,1.31295
177759,1.31185
178121,1.29115
178438,1.30825
178805,1.24525
179150,1.3481
179481,1.2637
179835,1.3378
180200,1.3193
180529,1.3912
180898,1.23925
181283,1.3717
181648,1.3516
182010,1.35555
182370,1.32535
182710,1.3063
183078,1.2122
183462,1.36355
183819,1.35445
184148,1.3092
184512,1.35845
184853,1.3291
185197,1.34495
185531,1.3048
185879,1.3051
186240,1.35945
186569,1.40965
186923,1.3001
187250,1.32775
187582,1.29385
187915,1.3821
188249,1.37125
188611,1.34755
188984,1.36925
189303,1.3513
189656,1.38605
189988,1.392
190324,1.3876
190660,1.3291
190992,1.39665
191325,1.2723
191654,1.39675
192007,1.33005
192327,1.3108
192705,1.30385
193025,1.37025
193376,1.4064
193703,1.3167
194071,1.21435
194418,1.2539
194741,1.2646
195081,1.35755
195391,1.3682
195718,1.3784
196054,1.2839
196417,1.21375
196753,1.28125
197063,1.33885
197379,1.2487
197735,1.2886
198100,1.39525
198441,1.4003
198776,1.3434
199130,1.38045
199460,1.3472
199798,1.33185
200170,1.3456
200532,1.3877
200877,1.3094
201207,1.31705
201546,1.3688
